1, 799, 445, 20, 5, 12, 17, 863, 
1, 997, 392, 20, 5, 13, 17, 1225, 
1, 911, 684, 18, 5, 12, 25, 3349, 
1, 325, 40, 20, 5, 13, 55, 7039, 
1, 316, 85, 20, 5, 12, 69, 8574, 
1, 1027, 274, 20, 5, 12, 70, 10495, 
1, 906, 872, 18, 5, 12, 106, 15191, 
1, 190, 117, 20, 5, 13, 85, 17993, 
1, 1083, 291, 18, 5, 12, 68, 18718, 
4, 1046, 695, 19, 0, 19, 
4, 1046, 695, 19, 0, 19, 
4, 1046, 695, 19, 2, 21, 
4, 1046, 695, 19, 0, 19, 
4, 1046, 695, 19, 0, 19, 
4, 1046, 695, 19, 0, 19, 
4, 860, 573, 14, -1, 13, 
4, 860, 573, 14, 0, 14, 
4, 860, 573, 14, -4, 10, 
4, 860, 573, 14, 0, 14, 
4, 860, 573, 14, 0, 14, 
4, 860, 573, 14, -3, 11, 
4, 860, 573, 14, 0, 14, 
4, 257, 684, 16, 0, 16, 
4, 257, 684, 16, 0, 16, 
4, 257, 684, 16, 0, 16, 
4, 1332, 107, 20, 0, 20, 
4, 1332, 107, 20, 0, 20, 
4, 1332, 107, 20, 0, 20, 
4, 1332, 107, 20, -3, 17, 
4, 1332, 107, 20, 0, 20, 
4, 1332, 107, 20, 0, 20, 
4, 1332, 107, 20, 0, 20, 
4, 1584, 669, 16, 0, 16, 
4, 1584, 669, 16, 0, 16, 
4, 1584, 669, 16, 0, 16, 
4, 1584, 669, 16, 0, 16, 
4, 1584, 669, 16, 0, 16, 
4, 1584, 669, 16, 0, 16, 
4, 1584, 669, 16, 3, 19, 
4, 1486, 576, 15, 0, 15, 
4, 1486, 576, 15, -1, 14, 
4, 1486, 576, 15, 0, 15, 
4, 1486, 576, 15, 5, 20, 
4, 1486, 576, 15, 0, 15, 
4, 1486, 576, 15, 4, 19, 
4, 1486, 576, 15, 0, 15, 
4, 1486, 576, 15, 0, 15, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 6, 24, 
4, 750, 483, 18, 6, 24, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, 0, 18, 
4, 750, 483, 18, -6, 12, 
4, 301, 242, 20, 0, 20, 
4, 529, 809, 13, 1, 14, 
4, 529, 809, 13, 0, 13, 
4, 529, 809, 13, 0, 13, 
4, 529, 809, 13, 0, 13, 
4, 529, 809, 13, 0, 13, 
4, 529, 809, 13, 2, 15, 
4, 529, 809, 13, 0, 13, 
4, 937, 605, 16, 0, 16, 
4, 937, 605, 16, 0, 16, 
4, 937, 605, 16, -6, 10, 
4, 848, 790, 18, 0, 18, 
4, 848, 790, 18, 0, 18, 
4, 537, 904, 19, -3, 16, 
4, 797, 105, 16, 0, 16, 
4, 797, 105, 16, 2, 18, 
4, 797, 105, 16, 0, 16, 
4, 797, 105, 16, 2, 18, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 1433, 97, 20, 0, 20, 
4, 701, 839, 20, 0, 20, 
4, 701, 839, 20, 0, 20, 
4, 701, 839, 20, 0, 20, 
4, 1299, 323, 18, 0, 18, 
4, 1299, 323, 18, 0, 18, 
4, 1299, 323, 18, 4, 22, 
4, 1299, 323, 18, 0, 18, 
4, 1299, 323, 18, 0, 18, 
4, 718, 169, 19, 0, 19, 
4, 718, 169, 19, 0, 19, 
4, 718, 169, 19, -6, 13, 
4, 162, 428, 17, 0, 17, 
4, 162, 428, 17, 0, 17, 
